epoch,train_loss,train_acc,train_f1,train_auc,val_loss,val_acc,val_f1,val_auc
16,0.49304948668730886,0.8157894736842105,0.7083333333333334,0.872053872053872,0.6295483143706071,0.6842105263157895,0.25,0.6285714285714286
17,0.512642038495917,0.6578947368421053,0.59375,0.8493265993265993,0.6813937833434657,0.3684210526315789,0.4,0.5285714285714285
18,0.5066132169020804,0.6578947368421053,0.5666666666666667,0.8274410774410774,0.6037814083852266,0.7894736842105263,0.3333333333333333,0.7285714285714286
19,0.3920089186806428,0.868421052631579,0.7916666666666666,0.9301346801346803,0.6447472729180989,0.631578947368421,0.36363636363636365,0.5428571428571429
20,0.5296456907924852,0.7236842105263158,0.631578947368421,0.803030303030303,0.6477540574575725,0.5789473684210527,0.42857142857142855,0.6142857142857143
21,0.4666985602755296,0.7763157894736842,0.6666666666666666,0.8526936026936028,0.6191460835306268,0.7368421052631579,0.4444444444444444,0.6428571428571429
22,0.39319643848820734,0.8552631578947368,0.7755102040816326,0.9292929292929294,0.5971542298793793,0.8421052631578947,0.5714285714285714,0.7000000000000001
23,0.39792147278785706,0.8421052631578947,0.7391304347826086,0.9225589225589226,0.6009092958349931,0.8421052631578947,0.5714285714285714,0.7
24,0.34003608007180064,0.8289473684210527,0.7636363636363637,0.9570707070707071,0.5985460767620489,0.8421052631578947,0.5714285714285714,0.7428571428571429
25,0.34888271281593725,0.868421052631579,0.7619047619047619,0.9621212121212122,0.5957049460787522,0.7894736842105263,0.3333333333333333,0.7571428571428571
26,0.3569223857239673,0.9210526315789473,0.875,0.9570707070707071,0.6071341696538424,0.631578947368421,0.36363636363636365,0.7
27,0.30976006702372905,0.8947368421052632,0.84,0.962962962962963,0.6105171661627921,0.631578947368421,0.46153846153846156,0.7142857142857143
28,0.30573891965966477,0.881578947368421,0.8163265306122449,0.9671717171717171,0.5859123374286451,0.8421052631578947,0.5714285714285714,0.7428571428571429
29,0.3930225372314453,0.881578947368421,0.7906976744186046,0.92003367003367,0.6417523622512817,0.5263157894736842,0.3076923076923077,0.6714285714285715
30,0.24874285098753476,0.9078947368421053,0.8627450980392157,0.9983164983164984,0.5800268885336424,0.7894736842105263,0.3333333333333333,0.7714285714285715
31,0.33970660363373,0.8947368421052632,0.8,0.9393939393939394,0.6026871141634489,0.7894736842105263,0.3333333333333333,0.6285714285714286
32,0.3184981252017774,0.8026315789473685,0.7368421052631579,0.9494949494949495,0.6028098024820027,0.6842105263157895,0.4,0.6428571428571428
33,0.3406435345348559,0.868421052631579,0.7916666666666666,0.9570707070707072,0.5828109540437397,0.7894736842105263,0.3333333333333333,0.7
34,0.30165816137665197,0.8157894736842105,0.7407407407407407,0.9478114478114479,0.5522121881183825,0.8421052631578947,0.5714285714285714,0.8285714285714285
35,0.24579882857046628,0.9473684210526315,0.9047619047619048,0.989057239057239,0.5888621132624777,0.7894736842105263,0.3333333333333333,0.6857142857142857
36,0.21898522894633443,0.9210526315789473,0.875,0.989057239057239,0.6035269906646327,0.7894736842105263,0.3333333333333333,0.6571428571428571
37,0.29654890612552043,0.881578947368421,0.8163265306122449,0.9663299663299663,0.5899706875023089,0.7894736842105263,0.3333333333333333,0.7142857142857143
38,0.2595004611893704,0.881578947368421,0.8163265306122449,0.9730639730639731,0.5858108448354822,0.7894736842105263,0.3333333333333333,0.6285714285714286
39,0.2759019932464549,0.9210526315789473,0.85,0.9814814814814815,0.5856409261101171,0.8421052631578947,0.5714285714285714,0.5714285714285714
40,0.2962898313999176,0.868421052631579,0.8076923076923077,0.9545454545454546,0.5881099983265525,0.8421052631578947,0.5714285714285714,0.5428571428571429
